,portfolio,month,year,Source,Generation
1687,1,4,2019,weather_adj,31.21
1688,1,5,2019,weather_adj,35.25
1689,1,6,2019,weather_adj,42.46
1690,1,7,2019,weather_adj,48.24
1691,1,8,2019,weather_adj,45.95
1692,1,9,2019,weather_adj,31.43
1693,1,10,2019,weather_adj,23.68
1694,1,11,2019,weather_adj,10.71
1695,1,12,2019,weather_adj,7.01
1696,1,1,2019,weather_adj,3.02
1697,1,2,2019,weather_adj,7.04
1698,1,3,2019,weather_adj,31.76
1699,1,4,2019,weather_adj,25.26
1700,1,5,2019,weather_adj,33.87
1701,1,6,2019,weather_adj,42.24
1702,1,7,2019,weather_adj,49.31
1703,1,8,2019,weather_adj,46.69
1704,1,9,2019,weather_adj,29.8
1705,1,10,2019,weather_adj,25.89
1706,1,11,2019,weather_adj,10.8
1707,1,12,2019,weather_adj,7.85
1708,1,1,2019,weather_adj,6.92
1709,1,2,2019,weather_adj,13.42
1710,1,3,2019,weather_adj,33.02
1711,1,4,2019,weather_adj,31.87
1712,1,5,2019,weather_adj,32.33
1713,1,6,2019,weather_adj,42.1
1714,1,7,2019,weather_adj,47.52
1715,1,8,2019,weather_adj,40.67
1716,1,9,2019,weather_adj,31.82
1717,1,10,2019,weather_adj,24.93
1718,1,11,2019,weather_adj,11.05
1719,1,12,2019,weather_adj,4.44
2576,1,1,2019,pv_syst,13.46
2577,1,2,2019,pv_syst,14.59
2578,1,3,2019,pv_syst,29.12
2579,1,4,2019,pv_syst,34.27
2580,1,5,2019,pv_syst,40.35
2581,1,6,2019,pv_syst,42.58
2582,1,7,2019,pv_syst,43.11
2583,1,8,2019,pv_syst,36.88
2584,1,9,2019,pv_syst,34.91
2585,1,10,2019,pv_syst,26.66
2586,1,11,2019,pv_syst,15.15
2587,1,12,2019,pv_syst,11.57
2588,1,1,2019,pv_syst,14.03
2589,1,2,2019,pv_syst,19.59
2590,1,3,2019,pv_syst,32.65
2591,1,4,2019,pv_syst,38.82
2592,1,5,2019,pv_syst,43.84
2593,1,6,2019,pv_syst,44.24
2594,1,7,2019,pv_syst,45.1
2595,1,8,2019,pv_syst,39.85
2596,1,9,2019,pv_syst,31.86
2597,1,10,2019,pv_syst,24.56
2598,1,11,2019,pv_syst,14.29
2599,1,12,2019,pv_syst,12.18
2600,1,1,2019,pv_syst,14.12
2601,1,2,2019,pv_syst,19.84
2602,1,3,2019,pv_syst,34.32
2603,1,4,2019,pv_syst,37.81
2604,1,5,2019,pv_syst,45.9
2605,1,6,2019,pv_syst,43.7
2606,1,7,2019,pv_syst,43.33
2607,1,8,2019,pv_syst,36.39
2608,1,9,2019,pv_syst,27.65
2609,1,10,2019,pv_syst,20.94
2610,1,11,2019,pv_syst,13.28
2611,1,12,2019,pv_syst,15.16
2612,1,1,2019,pv_syst,8.56
2613,1,2,2019,pv_syst,13.81
2614,1,3,2019,pv_syst,29.95
2615,1,4,2019,pv_syst,37.99
2616,1,5,2019,pv_syst,45.07
2617,1,6,2019,pv_syst,43.73
2618,1,7,2019,pv_syst,43.89
2619,1,8,2019,pv_syst,37.56
2620,1,9,2019,pv_syst,28.2
2621,1,10,2019,pv_syst,22.69
2622,1,11,2019,pv_syst,13.98
2623,1,12,2019,pv_syst,9.05
2624,1,1,2019,pv_syst,4.8
2625,1,2,2019,pv_syst,10.34
2626,1,3,2019,pv_syst,27.9
2627,1,4,2019,pv_syst,37.93
2628,1,5,2019,pv_syst,44.26
2629,1,6,2019,pv_syst,43.58
2630,1,7,2019,pv_syst,45.05
2631,1,8,2019,pv_syst,39.1
2632,1,9,2019,pv_syst,30.66
2633,1,10,2019,pv_syst,24.49
2634,1,11,2019,pv_syst,12.78
2635,1,12,2019,pv_syst,6.25
2636,1,1,2019,pv_syst,8.4
2637,1,2,2019,pv_syst,13.35
2638,1,3,2019,pv_syst,30.3
2639,1,4,2019,pv_syst,38.11
2640,1,5,2019,pv_syst,44.67
2641,1,6,2019,pv_syst,43.2
2642,1,7,2019,pv_syst,44.07
2643,1,8,2019,pv_syst,37.65
2644,1,9,2019,pv_syst,28.36
2645,1,10,2019,pv_syst,22.97
2646,1,11,2019,pv_syst,13.84
2647,1,12,2019,pv_syst,8.79
2648,1,1,2019,pv_syst,14.77
2649,1,2,2019,pv_syst,19.72
2650,1,3,2019,pv_syst,31.29
2651,1,4,2019,pv_syst,37.79
2652,1,5,2019,pv_syst,42.97
2653,1,6,2019,pv_syst,45.48
2654,1,7,2019,pv_syst,45.34
2655,1,8,2019,pv_syst,40.67
2656,1,9,2019,pv_syst,32.72
2657,1,10,2019,pv_syst,25.42
2658,1,11,2019,pv_syst,15.29
2659,1,12,2019,pv_syst,12.2
2660,1,1,2019,pv_syst,12.78
2661,1,2,2019,pv_syst,18.92
2662,1,3,2019,pv_syst,31.22
2663,1,4,2019,pv_syst,38.14
2664,1,5,2019,pv_syst,43.96
2665,1,6,2019,pv_syst,42.87
2666,1,7,2019,pv_syst,44.79
2667,1,8,2019,pv_syst,39.36
2668,1,9,2019,pv_syst,32.94
2669,1,10,2019,pv_syst,25.8
2670,1,11,2019,pv_syst,15.25
2671,1,12,2019,pv_syst,12.33
2672,1,1,2019,pv_syst,13.6
2673,1,2,2019,pv_syst,15.86
2674,1,3,2019,pv_syst,29.13
2675,1,4,2019,pv_syst,35.84
2676,1,5,2019,pv_syst,42.64
2677,1,6,2019,pv_syst,43.38
2678,1,7,2019,pv_syst,44.0
2679,1,8,2019,pv_syst,38.31
2680,1,9,2019,pv_syst,34.49
2681,1,10,2019,pv_syst,26.92
2682,1,11,2019,pv_syst,16.51
2683,1,12,2019,pv_syst,12.44
2684,1,1,2019,pv_syst,13.06
2685,1,2,2019,pv_syst,15.34
2686,1,3,2019,pv_syst,28.37
2687,1,4,2019,pv_syst,34.96
2688,1,5,2019,pv_syst,41.68
2689,1,6,2019,pv_syst,42.41
2690,1,7,2019,pv_syst,43.02
2691,1,8,2019,pv_syst,37.42
2692,1,9,2019,pv_syst,33.65
2693,1,10,2019,pv_syst,26.2
2694,1,11,2019,pv_syst,15.92
2695,1,12,2019,pv_syst,11.91
2696,1,1,2019,pv_syst,14.82
2697,1,2,2019,pv_syst,20.19
2698,1,3,2019,pv_syst,31.24
2699,1,4,2019,pv_syst,37.17
2700,1,5,2019,pv_syst,42.24
2701,1,6,2019,pv_syst,45.08
2702,1,7,2019,pv_syst,45.19
2703,1,8,2019,pv_syst,40.77
2704,1,9,2019,pv_syst,32.28
2705,1,10,2019,pv_syst,25.15
2706,1,11,2019,pv_syst,14.31
2707,1,12,2019,pv_syst,12.1
2708,1,1,2019,pv_syst,11.52
2709,1,2,2019,pv_syst,17.17
2710,1,3,2019,pv_syst,30.46
2711,1,4,2019,pv_syst,37.72
2712,1,5,2019,pv_syst,42.9
2713,1,6,2019,pv_syst,44.07
2714,1,7,2019,pv_syst,46.14
